0_restaurant;0_neighborhood;0_address;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_country;1_neighborhood;1_type;1_phone;1_type_r
Lan;East Village;56 Third Ave;New York;NY;Sushi;$$;;Lan; 56 Third Ave-between 10th and 11th Sts;New York;East Village;Japanese;(212-254-1959);
Land Thai Kitchen;Upper West Side;450 Amsterdam Ave;New York;NY;Thai;$$;;Land Thai Kitchen; 450 Amsterdam Ave-at 82nd St;New York;Upper West Side;Thai;(212-501-8121);
Lavagna;East Village;;;;;;;Lavagna; 545 E 5th St-between Aves A and B;New York;East Village;Italian;(212-979-1005);
Le Bernardin;Midtown West;155 W 51st St;New York;NY;Seafood;$$$$$;;Le Bernardin; 155 W 51st St-between Sixth and Seventh Aves;New York;Midtown West;French;(212-489-1515);
Le Bilboquet;Upper East Side;25 E 63rd St;New York;NY;French;$$$;;Le Bilboquet; 25 E 63rd St-between Madison and Park Aves;New York;Upper East Side;French;(212-751-3036);
Le Gigot;West Village;;;;;;;Le Gigot; 18 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;French;(212-627-3737);
Le Miu;East Village;;;;;;;Le Miu; 107 Ave A-between 6th and 7th Sts;New York;East Village;Japanese;(212-473-3100);
Le Monde;Upper West Side;2885 Broadway btwn 112th and 113th Sts;;;;;;Le Monde; 2885 Broadway-between 112th and 113th Sts;New York;Upper West Side;French;(212-531-3939);
Le Souk;East Village;;;;;;;Le Souk; 47 Ave B-between 3rd and 4th Sts;New York;East Village;Moroccan;(212-777-5454);
Le Zie 2000;Chelsea;172 Seventh Ave;New York;NY;Italian;$$;;Le Zie 2000; 172 Seventh Ave-between 20th and 21st Sts;New York;Chelsea;Italian;(212-206-8686);
Leela Lounge;Greenwich Village;;;;;;;Leela Lounge; 1 W 3rd St-between Broadway and Mercer St;New York;Greenwich Village;Indian;(212-529-2059);
Lima's Taste;West Village;122 Christopher St;New York;NY;South American;$;;Lima's Taste;122 Christopher St-At Bedford St;New York;West Village;;(212-242-0010);Peruvian
Lime Leaf;Upper West Side;;;;;;;Lime Leaf; 2799 Broadway-at 108th St;New York;Upper West Side;Thai;(212-864-5000);
Lisca;Upper West Side;;;;;;;Lisca; 660 Amsterdam Ave-at 92 St;New York;Upper West Side;Italian;(212-799-3987);
Little Giant;Lower East Side;85 Orchard St;New York;NY;American;$$$$;;Little Giant; 85 Orchard St-at Broome St;New York;Lower East Side;Cafés & diners;(212-226-5047);
Little Owl;West Village;90 Bedford Street;New York;NY;American;$$$;;Little Owl;90 Bedford;New York;West Village;;;
Loreley;Lower East Side;7 Rivington St btwn Bowery and Chrystie...;;;;;;Loreley; 7 Rivington St-between Bowery and Chrystie St;New York;Lower East Side;German;(212-253-7077);
Lucien;East Village;14 1st Ave;New York;NY;French;$$;;Lucien; 14 First Ave-between 1st and 2nd Sts;New York;East Village;French;(212-260-6481);
Lupa;Greenwich Village;170 Thompson St;New York;NY;Italian;$$$$;;Lupa; 170 Thompson St-between Bleecker and Houston Sts;New York;Greenwich Village;Italian;(212-982-5089);
Macelleria;Meatpacking District;48 Gansevoort St;New York;NY;Italian;$$$;;Macelleria; 48 Gansevoort St-between Greenwich and Washington Sts;New York;Meatpacking District;Italian;(212-741-2555);
Mai House;Tribeca;;;;;;;Mai House; 186 Franklin St-between Greenwich and Hudson Sts;New York;Tribeca;Vietnamese;(212-431-0606);
Malatesta Trattoria;West Village;649 Washington St;New York;NY;Italian;$$;;Malatesta Trattoria; 649 Washington St-at Christopher St;New York;West Village;Italian;(212-741-1207);
Mamlouk;East Village;211 East 4th St;New York;NY;Middle Eastern;$$$;;Mamlouk;211 E. Fourth St.;New York;East Village;;;
Mandoo Bar;Midtown West;2 W 32nd St;New York;NY;Korean;$;;Mandoo Bar; 2 W 32nd St-between Fifth Ave and Broadway;New York;Midtown West;Korean;(212-279-3075);
Mare;Chelsea;198 Eighth Ave;New York;NY;Seafood;$$;;Mare; 198 Eighth Ave-at 20th St;New York;Chelsea;Seafood;(212-675-7522);
Maremma;West Village;228 W 10th St;New York;NY;Italian;$$$;;Maremma;228 W 10th St.;New York;West Village;;;
MarkJoseph Steakhouse;Financial District;261 Water St;New York;NY;Steakhouse;$$$$;;MarkJoseph Steakhouse; 261 Water St-at Peck Slip;New York;Financial District;Steakhouses;(212-277-0020);
Market Table;West Village;;;;;;;Market Table; 54 Carmine St-at Bedford St;New York;West Village;American;(212-255-2100);
Markt;Chelsea;;;;;;;Markt; 676 Sixth Ave-at 21st St;New York;Chelsea;Belgian;(212-727-3314);
Maroons;Chelsea;244 W 16th St;New York;NY;Southern;$$;;Maroons; 244 W 16th St-between Seventh and Eighth Aves;New York;Chelsea;Caribbean: Jamaican;(212-206-8640);
Marseille;Midtown West;630 Ninth Ave;New York;NY;French;$$$;;Marseille; 630 Ninth Ave-at 44th St;New York;Midtown West;French;(212-333-3410);
Matsuri;Chelsea;;;;;;;Matsuri;Maritime Hotel -369 W 16th Stat Ninth Ave;New York;Chelsea;Japanese;(212-243-6400);
Max;East Village;1274 Amsterdam Ave;New York;NY;Italian;$;;Max; 51 Ave B-between 3rd and 4th Sts;New York;East Village;Italian;(212-539-0111);
Maya;Upper East Side;;;;;;;Maya; 1191 First Ave-between 64th and 65th Sts;New York;Upper East Side;Mexican;(212-585-1818);
Megu;Tribeca;;;;;;;Megu; 62 Thomas St-between Church St and West Broadway;New York;Tribeca;Japanese;(212-964-7777);
Mercadito;East Village;179 Ave B;New York;NY;Mexican;$$;;Mercadito; 179 Ave B-between 11th and 12th Sts;New York;East Village;Mexican;(212-529-6493);
Mercadito Grove;West Village;100 Seventh Ave S;New York;NY;Mexican;$$;;Mercadito Grove; 100 Seventh Ave South-at Grove St;New York;West Village;Mexican;(212-647-0830);
Mercat;East Village;;;;;;;Mercat; 45 Bond St-between Bowery and Lafayette St;New York;East Village;Spanish;(212-529-8600);
Mesa Grill;Gramercy / Flatiron;;;;;;;Mesa Grill; 102 Fifth Ave-between 15th and 16th Sts;New York;Gramercy/Flatiron;American Regional;(212-807-7400);
Mexicana Mama;West Village;525 Hudson St;New York;NY;Mexican;$$;;Mexicana Mama; 525 Hudson St-between Charles and W 10th Sts;New York;West Village;Mexican;(212-924-4119);
Mezzaluna;Upper East Side;1295 3rd Ave;New York;NY;American;$$;;Mezzaluna; 1295 Third Ave-between 74th and 75th Sts;New York;Upper East Side;Italian;(212-535-9600);
Minetta Tavern;Greenwich Village;113 Macdougal Street;New York;NY;Italian;$$$;;Minetta Tavern; 113 MacDougal St-between Bleecker and W 3rd Sts;New York;Greenwich Village;Eclectic;(212-475-3850);
Mingala Burmese;Upper East Side;;;;;;;Mingala Burmese; 1393B Second Ave-between 72nd and 73rd Sts;New York;Upper East Side;Asian: Burmese;(212-744-8008);
Mofongo Depot;Upper West Side;931 Amsterdam Ave;New York;NY;Nuevo Latino;$$;;Mofongo Depot; 931 Amsterdam Ave-between 105th and 106th Sts;New York;Upper West Side;Caribbean;(646-707-3904);
Molyvos;Midtown West;871 7th Avenue;New York;NY;Greek;$$$;;Molyvos; 871 Seventh Ave-between 55th and 56th Sts;New York;Midtown West;Greek;(212-582-7500);
Momofuku Ko;East Village;163 First Ave;New York;NY;Chinese;$$$$;;Momofuku Ko; 163 First Ave-at 10th St;New York;East Village;Japanese;(no phone);
Momofuku Noodle Bar;East Village;171 First Ave.;New York;NY;Chinese;$$$;;Momofuku Noodle Bar; 171 First Ave-between 10th and 11th Sts;New York;East Village;Japanese;(212-777-7773);
Momoya;Chelsea;;;;;;;Momoya; 85 Seventh Ave-at 21st St;New York;Chelsea;Japanese;(212-989-4466);
Monkey Bar;Midtown East;60 E 54th Street;New York;NY;American;$$$$;;Monkey Bar;Hotel Elysée -60 E 54th Stbetween Madison and Park Aves;New York;Midtown East;Asian: Pan-Asian;(212-838-2600);
Monster Sushi;Midtown West;;;;;;;Monster Sushi; 22 W 46th St-between Fifth and Sixth Aves;New York;Midtown West;Japanese;(212-398-7707);
Montebello;Midtown East;120 E 56th St;New York;NY;Italian;$$$;;Montebello; 120 E 56th St-between Park and Lexington Aves;New York;Midtown East;Italian;(212-753-1447);
Morandi;West Village;;;;;;;Morandi; 211 Waverly Pl-between Seventh Ave South and Charles St;New York;West Village;Italian;(212-627-7575);
Morimoto;Chelsea;88 10th Ave;New York;NY;Japanese;$$$$;;Morimoto; 88 Tenth Ave-between 15th and 16th Sts;New York;Chelsea;Japanese;(212-989-8883);
Moustache;East Village;;;;;;;Moustache; 265 E 10th St-between First Ave and Ave A;New York;East Village;Middle Eastern;(212-228-2022);
Mr. Chow;Midtown East;324 E 57th St;New York;NY;Chinese;$$$$;;Mr. Chow; 324 E 57th St-between First and Second Aves;New York;Midtown East;Chinese;(212-751-9030);
Nelson Blue;Financial District;233 Front Street;New York;NY;British;$$;;Nelson Blue; 233–235 Front St-at Peck Slip;New York;Financial District;Australian & New Zealand;(212-346-9090);
Nero;Meatpacking District;46 Gansevoort St;New York;NY;Italian;$$$;;Nero; 46 Gansevoort St-at Greenwich St;New York;Meatpacking District;Italian;(212-675-5224);
Nonna;Upper West Side;;;;;;;Nonna; 520 Columbus Ave-at 85th St;New York;Upper West Side;Italian;(212-579-3194);
Novecento;Soho;;;;;;;Novecento; 343 West Broadway-between Broome and Grand Sts;New York;Soho;Argentine;(212-925-4706);
Ocean Grill;Upper West Side;384 Columbus Ave;New York;NY;Seafood;$$$;;Ocean Grill; 384 Columbus Ave-between 78th and 79th Sts;New York;Upper West Side;Seafood;(212-579-2300);
Oceana;Midtown East;55 E 54th St;New York;NY;Seafood;$$$$;;Oceana; 55 E 54th St-between Madison and Park Aves;New York;Midtown East;Seafood;(212-759-5941);
Oliva;Lower East Side;161 East Houston Street;New York;NY;American;$$;;Oliva; 161 E Houston St-at Allen St;New York;Lower East Side;Spanish;(212-228-4143);
Omen;Soho;;;;;;;Omen; 113 Thompson St-between Prince and Spring Sts;New York;Soho;Japanese;(212-925-8923);
One;Meatpacking District;1 Little West 12th St;New York;NY;American;$$$;;One; 1 Little West 12th St-at Ninth Ave;New York;Meatpacking District;Eclectic;(212-255-9717);
Ono;Meatpacking District;18 Ninth Ave;New York;NY;Sushi;$$$$;;Ono;Hotel Gansevoort -18 Ninth Aveat 13th St;New York;Meatpacking District;Japanese;(212-660-6766);
Open the Sesame;Lower East Side;198A Orchard St.;New York;NY;Thai;$;;Open the Sesame; 198A Orchard St-at Houston St;New York;Lower East Side;Thai;(212-777-7009);
Ouest;Upper West Side;2315 Broadway;New York;NY;American;$$$$;;Ouest; 2315 Broadway-between 83rd and 84th Sts;New York;Upper West Side;American Creative;(212-580-8700);
Paladar;Lower East Side;161 Ludlow St;New York;NY;Nuevo Latino;$$;;Paladar; 161 Ludlow St-between Houston and Stanton Sts;New York;Lower East Side;Latin American;(212-473-3535);
Pam Real Thai Food;Midtown West;404 W 49th St;New York;NY;Asian;$;;Pam Real Thai Food; 404 W 49th St-between Ninth and Tenth Aves;New York;Midtown West;Thai;(212-333-7500);
Pampano;Midtown East;209 E 49th St;New York;NY;Mexican;$$$;;Pampano; 209 E 49th St-between Second and Third Aves;New York;Midtown East;Mexican;(212-751-4545);
Paris Commune;West Village;99 Bank St;New York;NY;Continental;$$;;Paris Commune; 99 Bank St-at Greenwich St;New York;West Village;French;(212-929-0509);
Parlor Steakhouse;Upper East Side;1600 3rd Ave;New York;NY;Steakhouse;$$$$;;Parlor Steakhouse; 1600 Third Ave-at 90th St;New York;Upper East Side;Steakhouses;(212-423-5888);
Pasha;Upper West Side;70 W 71st St;New York;NY;Middle Eastern;$$$;;Pasha; 70 W 71st St-between Central Park West and Columbus Ave;New York;Upper West Side;Turkish;(212-579-8751);
Pastis;Meatpacking District;9 Ninth Ave;New York;NY;French;$$$;;Pastis; 9 Ninth Ave-at Little W 12th St;New York;Meatpacking District;French;(212-929-4844);
Pearl Oyster Bar;West Village;;;;;;;Pearl Oyster Bar; 18 Cornelia St-between Bleecker and W 4th Sts;New York;West Village;Seafood;(212-691-8211);
Peep;Soho;;;;;;;Peep; 177 Prince St-between Sullivan and Thompson Sts;New York;Soho;Thai;(212-254-7337);
Pepe Giallo;Chelsea;;;;;;;Pepe Giallo;253 10th Ave. Frnt;New York;Chelsea;;;
Perbacco;East Village;234 E Fourth St;New York;NY;Italian;$$$;;Perbacco; 234 E 4th St-between Aves A and B;New York;East Village;Italian;(212-253-2038);
Peri Ela;Upper East Side;1361 Lexington Avenue;New York;NY;Turkish;$$;;Peri Ela; 1361 Lexington Ave-between 90th and 91st Sts;New York;Upper East Side;Turkish;(212-410-4300);
Perilla;West Village;;;;;;;Perilla; 9 Jones St-between Bleecker and W 4th Sts;New York;West Village;American;(212-929-6868);
Persimmon;East Village;;;;;;;Persimmon; 277 E 10th St-between First Ave and Ave A;New York;East Village;Korean;(212-260-9080);
Pescatore;Midtown East;955-957 2nd Ave;New York;NY;Indian;$$$;;Pescatore; 955–957 Second Ave-between 50th and 51st Sts;New York;Midtown East;Italian;(212-752-7151);
Petrossian;Midtown West;182 W 58th St;New York;NY;Continental;$$$$;;Petrossian; 182 W 58th St-at Seventh Ave;New York;Midtown West;Russian;(212-245-2214);
Philip Marie;West Village;569 Hudson St;New York;NY;American;$$$;;Philip Marie; 569 Hudson St-at 11th St;New York;West Village;American;(212-242-6200);
Piadina;Greenwich Village;57 W 10th St;New York;NY;Italian;$$;;Piadina; 57 W 10th St-between Fifth and Sixth Aves;New York;Greenwich Village;Italian;(212-460-8017);
Piano Due;Midtown West;151 W 51st St;New York;NY;Italian;$$$$;;Piano Due; 151 W 51st St-between Sixth and Seventh Aves;New York;Midtown West;Italian;(212-399-9400);
Piccolo Angolo;West Village;621 Hudson St;New York;NY;Italian;$$;;Piccolo Angolo; 621 Hudson St-at Jane St;New York;West Village;Italian;(212-229-9177);
Picholine;Upper West Side;35 W 64th St;New York;NY;Mediterranean;$$$$;;Picholine; 35 W 64th St-between Central Park West and Broadway;New York;Upper West Side;French;(212-724-8585);
Pig Heaven;Upper East Side;;;;;;;Pig Heaven; 1540 Second Ave-at 80th St;New York;Upper East Side;Chinese;(212-744-4333);
Porchetta;East Village;110 East 7th Street;New York;NY;Italian;$$$;;Porchetta; 110 E 7th St-between First Ave and Ave A;New York;East Village;Italian;(212-777-2151);
Post House;Upper East Side;28 E 63rd St (Between Park Ave & Madison Ave);New York;NY;Steakhouse;$$$$;;Post House;Lowell Hotel -28 E 63rd Stbetween Madison and Park Aves;New York;Upper East Side;Steakhouses;(212-935-2888);
Prune;East Village;54 E First St;New York;NY;American;$$$;;Prune; 54 E 1st St-between First and Second Aves;New York;East Village;American Creative;(212-677-6221);
Pukk;East Village;71 First Ave;New York;NY;Thai;$;;Pukk; 71 First Ave-between 4th and 5th Sts;New York;East Village;Thai;(212-253-2741);
Pure Food and Wine;Gramercy / Flatiron;;;;;;;Pure Food and Wine; 54 Irving Pl-between 17th and 18th Sts;New York;Gramercy/Flatiron;Vegetarian & Organic;(212-477-1010);
Puttanesca;Midtown West;859 9th Avenue;New York;NY;Italian;$$;;Puttanesca; 859 Ninth Ave-at 56th St;New York;Midtown West;Italian;(212-581-4177);
Pylos;East Village;128 E Seventh St;New York;NY;Greek;$$;;Pylos; 128 E 7th St-between First Ave and Ave A;New York;East Village;Greek;(212-473-0220);
Quality Meats;Midtown West;57 W 58th St;New York;NY;Steakhouse;$$$$;;Quality Meats; 57 W 58th St-between Fifth and Sixth Aves;New York;Midtown West;Steakhouses;(212-371-7777);
Radio Perfecto;East Village;190 Ave B;New York;NY;American;$$;;Radio Perfecto; 190 Ave B-between 11th and 12th Sts;New York;East Village;American;(212-477-3366);
Rainbow Room;Midtown West;30 Rockefeller Plaza65th Floor;New York;NY;Italian;$$$$;;Rainbow Room;30 Rockefeller Plaza -between 49th and 50th Sts65th floor;New York;Midtown West;Italian;(212-632-5000);
Redeye Grill;Midtown West;890 Seventh Ave;New York;NY;American;$$$;;Redeye Grill; 890 Seventh Ave-at 56th St;New York;Midtown West;Seafood;(212-541-9000);
Remi;Midtown West;145 W 53rd St;New York;NY;Italian;$$$;;Remi; 145 W 53rd St-between Sixth and Seventh Aves;New York;Midtown West;Italian;(212-581-4242);
Resto;Gramercy / Flatiron;;;;;;;Resto; 111 E 29th St-between Park and Lexington Aves;New York;Gramercy/Flatiron;Belgian;(212-685-5585);
Revival;Harlem;2367 Frederick Douglass Blvd;New York;NY;Caribbean;$$;;Revival; 2367 Frederick Douglass Blvd (Eighth Ave)-at 127th St;New York;Harlem;American;(212-222-8338);
Riingo;Midtown East;205 E. 45th St;New York;NY;Japanese;$$$$;;Riingo;The Alex Hotel -205 E 45th Stat Third Ave;New York;Midtown East;Japanese;(212-867-4200);
Risotteria;West Village;;;;;;;Risotteria; 270 Bleecker St-at Morton St;New York;West Village;Italian;(212-924-6664);
Roberto Passon;Midtown West;741 Ninth Ave;New York;NY;Italian;$$$;;Roberto Passon; 741 Ninth Ave-at 50th St;New York;Midtown West;Italian;(212-582-5599);
Rosa Mexicano;Upper West Side;61 Columbus Avenue;New York;NY;Mexican;$$$;;Rosa Mexicano; 61 Columbus Ave-at 62nd St;New York;Upper West Side;Mexican;(212-977-7700);
Rue 57;Midtown West;;;;;;;Rue 57; 60 W 57th St-at Sixth Ave;New York;Midtown West;French;(212-307-5656);
Russian Samovar;Midtown West;256 W 52nd St;New York;NY;Continental;$$$;;Russian Samovar; 256 W 52nd St-between Broadway and Eighth Ave;New York;Midtown West;Russian;(212-757-0168);
Sacred Chow;Greenwich Village;227 Sullivan Street;New York;NY;Vegetarian;$;;Sacred Chow; 227 Sullivan St-between Bleecker and W 3rd Sts;New York;Greenwich Village;Vegetarian & Organic;(212-337-0863);
Sala;East Village;;;;;;;Sala; 344 Bowery-at Great Jones St;New York;East Village;Spanish;(212-979-6606);
Salaam Bombay;Tribeca;;;;;;;Salaam Bombay; 317 Greenwich St-between Duane and Reade Sts;New York;Tribeca;Indian;(212-226-9400);
Salmon River;Midtown East;;;;;;;Salmon River; 3 E 40th St-between Fifth and Madison Aves;New York;Midtown East;Seafood;(212-481-7887);
Salt Bar;Lower East Side;29 Clinton St;New York;NY;American;$$$;;Salt Bar; 29A Clinton St-between Houston and Stanton Sts;New York;Lower East Side;American;(212-979-8471);
Sant Ambroeus;Upper East Side;;;;;;;Sant Ambroeus; 1000 Madison Ave-at 77th St;New York;Upper East Side;Italian;(212-570-2211);
Sapa;Chelsea;43 West 24th Street;New York;NY;Asian;$$$;;Sapa; 43 W 24th St-between Fifth and Sixth Aves;New York;Chelsea;Vietnamese;(212-929-1800);
Sapphire;Upper West Side;1845 Broadway;New York;NY;Indian;$$$;;Sapphire; 1845 Broadway-between 60th and 61st Sts;New York;Upper West Side;Indian;(212-245-4444);
Sardi's;Midtown West;234 West 44th Street;New York;NY;Continental;$$$;;Sardi's; 234 W 44th St-between Broadway and Eighth Ave;New York;Midtown West;American;(212-221-8444);
Saucy;Upper East Side;1409 York Avenue;New York;NY;International;$$;;Saucy; 1409 York Ave-at 75th St;New York;Upper East Side;Eclectic;(212-249-3700);
Savann;Upper West Side;414 Amsterdam Ave;New York;NY;French;$$;;Savann; 414 Amsterdam Ave-between 79th and 80th Sts;New York;Upper West Side;French;(212-580-0202);
Savoy;Soho;;;;;;;Savoy; 70 Prince St-at Crosby St;New York;Soho;American Creative;(212-219-8570);
Scalinatella;Upper East Side;201 East 61st Street;New York;NY;Italian;$$$$;;Scalinatella; 201 E 61st St-between Second and Third Aves;New York;Upper East Side;Italian;(212-207-8280);
Scalini Fedeli;Tribeca;;;;;;;Scalini Fedeli; 165 Duane St-between Greenwich and Hudson Sts;New York;Tribeca;Italian;(212-528-0400);
